date,ETH en EUR,12 days EMA,26 days EMA,MACD,Signal
31/08/16,10,"9,4716045717","9,542197452","-0,0705928803","-0,197903053"
01/09/16,10,"9,552896176","9,5761087518","-0,0232125758","-0,165505165"
02/09/16,10,"9,6216813797","9,6075081035","0,0141732762","-0,1293725412"
03/09/16,10,"9,6798842444","9,6365815773","0,043302667","-0,0995891745"
04/09/16,10,"9,7291328222","9,6635014605","0,0656313617","-0,0751197086"
05/09/16,10,"9,7708046957","9,6884272782","0,0823774174","-0,0462288451"
06/09/16,10,"9,8060655117","9,7115067391","0,0945587726","-0,0142031644"
07/09/16,10,"9,8359015868","9,7328766103","0,1030249766","0,0199136048"
08/09/16,10,"9,8611474966","9,752663528","0,1084839685","0,0464163315"
09/09/16,10,"9,8825094202","9,7709847482","0,111524672","0,0666516151"
10/09/16,10,"9,900584894","9,7879488409","0,1126360531","0,0817459072"
11/09/16,10,"9,9158795257","9,8036563342","0,1122231915","0,0926403423"
12/09/16,10,"9,9288211371","9,8182003094","0,1106208277","0,1001201379"
13/09/16,10,"9,9397717314","9,8316669532","0,1081047782","0,1048394064"
14/09/16,10,"9,9490376189","9,8441360678","0,1049015511","0,1073420879"
15/09/16,10,"9,9568779852","9,8556815442","0,101196441","0,1080796066"
16/09/16,11,"10,1173582952","9,9404458743","0,1769124209","0,1162893227"
17/09/16,11,"10,2531493267","10,0189313651","0,2342179616","0,1302597663"
18/09/16,11,"10,3680494303","10,0916031158","0,2764463145","0,1485843933"
19/09/16,11,"10,4652725948","10,1588917739","0,306380821","0,1701115897"
20/09/16,12,"10,7013845033","10,295270161","0,4061143423","0,202766162"
21/09/16,12,"10,9011715028","10,4215464454","0,4796250574","0,243766632"
22/09/16,11,"10,916375887","10,4643948568","0,4519810302","0,2819751044"
23/09/16,11,"10,9292411352","10,5040693119","0,4251718233","0,3175606902"
24/09/16,11,"10,9401271144","10,5408049184","0,3993221959","0,3506857741"
25/09/16,11,"10,9493383275","10,5748193689","0,3745189586","0,3726420561"
26/09/16,11,"10,957132431","10,6063142305","0,3508182005","0,3855976382"
27/09/16,11,"10,9637274416","10,6354761393","0,3282513023","0,3913537479"
28/09/16,11,"10,9693078352","10,6624779068","0,3068299284","0,3914036488"
29/09/16,11,"10,9740297067","10,6874795433","0,2865501634","0,37811874"
30/09/16,11,"10,9780251365","10,7106292068","0,2673959297","0,3545377258"
01/10/16,11,"10,9814058847","10,7320640803","0,2493418043","0,3320222563"
02/10/16,11,"10,9842665178","10,7519111855","0,2323553323","0,3105982017"
03/10/16,12,"11,1405332074","10,8443622088","0,2961709986","0,2991369576"
04/10/16,11,"11,1189127139","10,8558909341","0,2630217799","0,2867483822"
05/10/16,11,"11,1006184503","10,8665656797","0,2340527706","0,2737744455"
06/10/16,11,"11,0851386887","10,8764497034","0,2086889853","0,2604897436"
07/10/16,11,"11,0720404289","10,8856015772","0,1864388516","0,2471129573"
08/10/16,10,"10,9071111321","10,8200014604","0,0871096717","0,2249529027"
09/10/16,10,"10,7675555733","10,7592606115","0,0082949618","0,1961639062"
10/10/16,10,"10,6494701005","10,7030190847","-0,0535489842","0,1625093742"
11/10/16,10,"10,5495516235","10,650943597","-0,1013919734","0,1254263402"
12/10/16,10,"10,4650052199","10,6027255527","-0,1377203328","0,0772161923"
13/10/16,10,"10,3934659553","10,5580792155","-0,1646132602","0,0297011878"
14/10/16,10,"10,3329327314","10,5167400144","-0,1838072829","-0,016727707"
15/10/16,10,"10,2817123112","10,4784629763","-0,1967506651","-0,0617765571"
16/10/16,10,"10,2383719556","10,4430212743","-0,2046493187","-0,1052307982"
17/10/16,10,"10,2016993471","10,4102048836","-0,2085055366","-0,1380769325"
18/10/16,11,"10,3245148321","10,4538934108","-0,1293785786","-0,1533739925"
19/10/16,10,"10,2745894733","10,4202716766","-0,1456822033","-0,1636110168"
20/10/16,11,"10,3861910928","10,4632145154","-0,0770234226","-0,1609034001"
21/10/16,11,"10,4806232324","10,5029764031","-0,0223531707","-0,1480848265"
22/10/16,11,"10,5605273505","10,5397929659","0,0207343846","-0,1274906438"
23/10/16,11,"10,6281385273","10,5738823758","0,0542561515","-0,101039151"
24/10/16,10,"10,5315018308","10,5313725702","0,0001292606","-0,0791636037"
25/10/16,10,"10,4497323184","10,4920116391","-0,0422793207","-0,0611224929"
26/10/16,10,"10,3805427309","10,4555663325","-0,0750236015","-0,0462911667"
27/10/16,10,"10,3219976954","10,4218206782","-0,0998229828","-0,0430072116"
28/10/16,10,"10,2724595884","10,390574702","-0,1181151136","-0,0399442017"
29/10/16,9,"10,0766965748","10,2875691686","-0,2108725937","-0,0548163318"
30/10/16,10,"10,0648971018","10,2662677487","-0,2013706469","-0,0747071625"
31/10/16,10,"10,0549129323","10,2465442117","-0,1916312795","-0,0983033474"
01/11/16,9,"9,892618635","10,1542076035","-0,2615889685","-0,1333972496"
02/11/16,9,"9,7552926912","10,0687107439","-0,3134180528","-0,16823584"
03/11/16,9,"9,6390938156","9,9895469851","-0,3504531695","-0,2024773788"
04/11/16,9,"9,5407716901","9,9162472085","-0,3754755183","-0,2358609251"
05/11/16,9,"9,4575760455","9,8483770449","-0,3908009994","-0,2681918158"
06/11/16,9,"9,3871797308","9,7855343008","-0,39835457","-0,2993295332"
07/11/16,9,"9,3276136184","9,7273465748","-0,3997329565","-0,3203140179"
08/11/16,9,"9,2772115232","9,6734690508","-0,3962575275","-0,3419681158"
09/11/16,9,"9,2345635966","9,6235824544","-0,3890188578","-0,3639000689"
10/11/16,9,"9,1984768894","9,5773911615","-0,3789142721","-0,3769362138"
11/11/16,9,"9,1679419833","9,5346214458","-0,3666794625","-0,3828541482"
12/11/16,9,"9,1421047551","9,4950198572","-0,3529151021","-0,3831276962"
13/11/16,9,"9,1202424851","9,4583517197","-0,3381092345","-0,3789758869"
14/11/16,9,"9,1017436413","9,4243997404","-0,3226560992","-0,3714042314"
15/11/16,9,"9,0860907734","9,3929627226","-0,3068719493","-0,3612394957"
16/11/16,9,"9,072846039","9,3638543728","-0,2910083338","-0,3491589821"
17/11/16,9,"9,0616389561","9,336902197","-0,275263241","-0,3357151725"
18/11/16,8,"8,8983098859","9,2378724047","-0,3395625187","-0,3302200237"
19/11/16,9,"8,9139545189","9,2202522265","-0,3062977077","-0,3221515165"
20/11/16,9,"8,9271922852","9,2039372468","-0,2767449616","-0,3121587942"
21/11/16,9,"8,9383934721","9,1888307841","-0,250437312","-0,3007723731"
22/11/16,9,"8,9478713994","9,1748433186","-0,2269719191","-0,2884237825"
23/11/16,9,"8,9558911841","9,1618919617","-0,2060007775","-0,2754620801"
24/11/16,8,"8,808831002","9,0758258904","-0,2669948884","-0,2710312955"
25/11/16,8,"8,6843954632","8,9961350837","-0,3117396205","-0,2733347718"
26/11/16,8,"8,5791038535","8,9223472997","-0,3432434463","-0,280888128"
27/11/16,8,"8,4900109529","8,8540252775","-0,3640143246","-0,2836049953"
28/11/16,8,"8,4146246525","8,7907641459","-0,3761394934","-0,2913651937"
29/11/16,7,"8,1969900906","8,6581149499","-0,4611248593","-0,311851849"
30/11/16,8,"8,1666839228","8,6093656943","-0,4426817715","-0,3332123445"
01/12/16,7,"7,9871940885","8,4901534207","-0,5029593322","-0,3638776126"
02/12/16,7,"7,8353180749","8,3797716858","-0,5444536109","-0,401483483"
03/12/16,7,"7,7068076018","8,2775663758","-0,5707587739","-0,4352350258"
04/12/16,7,"7,5980679708","8,1829318294","-0,5848638586","-0,4655821634"
05/12/16,6,"7,3522113599","8,0212331754","-0,6690218155","-0,50177976"
06/12/16,7,"7,2980249968","7,9455862735","-0,6475612767","-0,5332849769"
07/12/16,7,"7,2521749973","7,8755428458","-0,6233678485","-0,5607547941"
08/12/16,7,"7,2133788439","7,8106878202","-0,5973089763","-0,5758863627"
09/12/16,8,"7,3343974833","7,8247109446","-0,4903134613","-0,5811787727"
10/12/16,7,"7,2829517166","7,763621245","-0,4806695284","-0,5787021278"
11/12/16,7,"7,2394206833","7,7070567084","-0,4676360251","-0,5701668405"
12/12/16,8,"7,3564328859","7,7287562114","-0,3723233256","-0,5481184573"
13/12/16,7,"7,3015970573","7,6747742699","-0,3731772126","-0,5245977189"
14/12/16,7,"7,25519751","7,6247909906","-0,3695934806","-0,4913279039"
15/12/16,7,"7,2159363546","7,5785101765","-0,3625738219","-0,4596626311"
16/12/16,7,"7,182715377","7,5356575708","-0,3529421938","-0,4296153362"
17/12/16,7,"7,154605319","7,4959792322","-0,3413739133","-0,401178107"
18/12/16,7,"7,1308198853","7,4592400299","-0,3284201446","-0,3831899606"
19/12/16,7,"7,1106937491","7,4252222499","-0,3145285008","-0,3647298465"
20/12/16,7,"7,0936639415","7,3937243054","-0,3000603639","-0,3461103286"
21/12/16,7,"7,0792541044","7,3645595421","-0,2853054377","-0,3364416743"
22/12/16,7,"7,0670611652","7,3375551315","-0,2704939663","-0,3250324248"
23/12/16,6,"6,9028979091","7,2384769737","-0,3355790646","-0,3212530452"
24/12/16,6,"6,7639905384","7,1467379386","-0,3827474001","-0,3234945539"
25/12/16,6,"6,6464535325","7,0617943876","-0,415340855","-0,3304277385"
26/12/16,6,"6,5469991429","6,9831429514","-0,4361438085","-0,3409577268"
27/12/16,6,"6,4628454286","6,9103175476","-0,447472119","-0,354185724"
28/12/16,7,"6,5454845934","6,9169606923","-0,3714760988","-0,3605132349"
29/12/16,7,"6,6154100406","6,9231117521","-0,3077017115","-0,3613622735"
30/12/16,7,"6,6745777267","6,9288071779","-0,2542294512","-0,3579093861"
31/12/16,7,"6,7246426918","6,9340807202","-0,2094380284","-0,351125393"
01/01/17,7,"6,7670053546","6,9389636299","-0,1719582753","-0,3329453053"
02/01/17,7,"6,8028506847","6,9434848425","-0,1406341578","-0,306043834"
03/01/17,9,"7,1408736562","7,0958192986","0,0450543577","-0,2548888103"
04/01/17,10,"7,5807392476","7,310943795","0,2697954526","-0,1764511146"
05/01/17,9,"7,7990870557","7,4360590694","0,3630279862","-0,0863955474"
06/01/17,9,"7,9838428932","7,5519065458","0,4319363475","0,0028725022"
07/01/17,9,"8,1401747558","7,6591727276","0,4810020283","0,0905062511"
08/01/17,9,"8,2724555626","7,7584932663","0,5139622964","0,1758608897"
09/01/17,9,"8,3843854761","7,850456728","0,5339287481","0,2584571982"
10/01/17,10,"8,6329415567","8,0096821556","0,6232594011","0,3468147178"
11/01/17,9,"8,6894120864","8,0830390329","0,6063730535","0,429815519"
12/01/17,9,"8,7371948423","8,1509620675","0,5862327748","0,4899464543"
13/01/17,9,"8,7776264051","8,2138537662","0,5637726388","0,5226105861"
14/01/17,9,"8,8118377274","8,2720868206","0,5397509068","0,5422464661"
15/01/17,9,"8,8407857693","8,3260063154","0,514779454","0,5514512557"
16/01/17,9,"8,8652802663","8,3759317735","0,4893484929","0,5523786407"
17/01/17,9,"8,8860063792","8,4221590495","0,4638473297","0,5468103111"
18/01/17,9,"8,9035438593","8,4649620829","0,4385817764","0,5362162031"
19/01/17,9,"8,9183832656","8,5045945212","0,4137887444","0,5129416857"
20/01/17,9,"8,9309396863","8,5412912233","0,3896484629","0,4888611756"
21/01/17,10,"9,0954105038","8,6493437253","0,4460667785","0,473287176"
22/01/17,10,"9,2345781186","8,7493923382","0,4851857803","0,4645553029"
23/01/17,10,"9,3523353311","8,8420299428","0,5103053883","0,4612835786"
24/01/17,9,"9,2981298955","8,8537314285","0,444398467","0,4534634689"
25/01/17,9,"9,2522637578","8,8645661375","0,3876976202","0,4421689275"
26/01/17,9,"9,2134539489","8,8745982755","0,3388556734","0,4282809657"
27/01/17,9,"9,1806148798","8,8838872921","0,2967275877","0,4125193892"
28/01/17,9,"9,1528279752","8,8924882334","0,2603397418","0,3954695"
29/01/17,9,"9,129315979","8,900452068","0,228863911","0,3776045498"
30/01/17,9,"9,109421213","8,9078259889","0,2015952241","0,3504410438"
31/01/17,9,"9,0925871803","8,9146536934","0,1779334868","0,3163019"
01/02/17,9,"9,0783429987","8,9209756421","0,1573673566","0,2770865632"
02/02/17,10,"9,2201363835","9,0009033723","0,2192330112","0,2520681792"
03/02/17,10,"9,3401154014","9,0749105299","0,2652048715","0,2384578738"
04/02/17,10,"9,4416361089","9,1434356758","0,2982004331","0,2339406249"
05/02/17,10,"9,527538246","9,206884885","0,320653361","0,2365990441"
06/02/17,10,"9,6002246697","9,2656341528","0,3345905169","0,2448491303"
07/02/17,10,"9,6617285667","9,320031623","0,3416969437","0,2573861339"
08/02/17,10,"9,7137703256","9,3703996509","0,3433706747","0,2731389617"
09/02/17,10,"9,7578056601","9,4170367138","0,3407689464","0,2912317906"
10/02/17,10,"9,7950663278","9,4602191794","0,3348471484","0,3109517674"
11/02/17,10,"9,8265945851","9,5002029439","0,3263916412","0,3228582819"
12/02/17,10,"9,8532723412","9,5372249481","0,3160473931","0,3285074509"
13/02/17,10,"9,8758458272","9,5715045815","0,3043412456","0,3291897634"
14/02/17,12,"10,2026387768","9,7513931311","0,4512456458","0,3437000173"
15/02/17,12,"10,4791558881","9,9179566028","0,5611992853","0,3688787694"
16/02/17,12,"10,7131319053","10,0721820397","0,6409498657","0,402129094"
17/02/17,11,"10,7572654583","10,140909296","0,6163561624","0,4324608149"
18/02/17,12,"10,9484553878","10,2786197185","0,6698356693","0,4690237841"
19/02/17,12,"11,110231482","10,406129369","0,704102113","0,5100521135"
20/02/17,11,"11,0932727925","10,4501197861","0,6431530064","0,5452478207"
21/02/17,11,"11,0789231321","10,4908516538","0,5880714783","0,5754727191"
22/02/17,11,"11,0667811118","10,5285663461","0,5382147657","0,6014586658"
23/02/17,12,"11,2103532484","10,6375614316","0,5727918168","0,6149637959"
24/02/17,12,"11,331837364","10,738482807","0,593354557","0,6185366038"
25/02/17,12,"11,4346316157","10,831928525","0,6027030907","0,6142869622"
26/02/17,13,"11,675457521","10,9925264121","0,682931109","0,6216841785"
27/02/17,14,"12,0330794409","11,2153022334","0,8177772075","0,6381221272"
28/02/17,14,"12,3356826038","11,421576142","0,9141064618","0,6614559437"
01/03/17,16,"12,8994237417","11,76071865","1,1387050917","0,7165172865"
02/03/17,17,"13,5302816276","12,1488135648","1,3814680627","0,8046724625"
03/03/17,18,"14,2179306079","12,5822347823","1,6356958257","0,9266148025"
04/03/17,17,"14,6459412836","12,9094766502","1,7364646334","1,0559117822"
05/03/17,17,"15,0081041631","13,2124783798","1,7956257832","1,189497474"
06/03/17,18,"15,4683958303","13,567109611","1,9012862193","1,3337844883"
07/03/17,17,"15,704027241","13,8213977879","1,8826294531","1,4670843043"
08/03/17,15,"15,5957153578","13,9087016555","1,6870137023","1,563666137"
09/03/17,16,"15,6579129951","14,063612644","1,5943003511","1,6392432358"
10/03/17,18,"16,0182340727","14,3551968926","1,6630371802","1,6975023568"
11/03/17,20,"16,6308134462","14,7733304561","1,8574829901","1,7503929043"
12/03/17,21,"17,3029959929","15,2345652371","2,0684307558","1,7984745632"
13/03/17,26,"18,6409966094","16,0320048492","2,6089917602","1,8954220217"
14/03/17,26,"19,7731509772","16,7703748604","3,0027761168","2,0295498365"
15/03/17,32,"21,654204673","17,8984952411","3,7557094319","2,2355968602"
16/03/17,41,"24,6304808771","19,6097178158","5,0207630613","2,5842783722"
17/03/17,41,"27,1488684345","21,1941831628","5,9546852717","3,0584641021"
18/03/17,31,"27,7413502138","21,9205399655","5,8208102483","3,5280763129"
19/03/17,39,"29,4734501809","23,1856851533","6,2877650276","4,0419349626"
20/03/17,38,"30,7852270762","24,2830418086","6,5021852676","4,5580129935"
21/03/17,39,"32,0490382952","25,3731868598","6,6758514354","5,0699486245"
22/03/17,37,"32,8107247113","26,2344322776","6,5762924337","5,5107598105"
23/03/17,39,"33,7629209096","27,1800298867","6,5828910229","5,9085503556"
24/03/17,48,"35,9532407697","28,7222498951","7,2309908746","6,2946927381"
25/03/17,46,"37,4988960359","30,0020832362","7,4968127997","6,5698093757"
26/03/17,45,"38,6529120303","31,1130400335","7,5398719969","6,7459412341"
27/03/17,44,"39,4755409488","32,0676296606","7,4079112881","6,9222857941"
28/03/17,46,"40,4793038797","33,0996570932","7,3796467865","7,0436059895"
29/03/17,48,"41,6363340521","34,2033861974","7,4329478547","7,1470240547"
30/03/17,48,"42,6153595825","35,2253575902","7,3900019923","7,2263741166"
31/03/17,46,"43,1360734929","36,0234792502","7,1125942427","7,2859632065"
01/04/17,47,"43,7305237248","36,8365548613","6,8939688635","7,320527411"
02/04/17,45,"43,9258277671","37,4412545012","6,4845732659","7,2375921212"
03/04/17,41,"43,4757004183","37,7048652789","5,7708351395","7,0458168256"
04/04/17,41,"43,0948234309","37,9489493323","5,1458740986","6,7798170591"
05/04/17,42,"42,9263890569","38,2490271595","4,6773618974","6,4764226824"
06/04/17,41,"42,6300215097","38,4528029255","4,1772185842","6,1205973265"
07/04/17,39,"42,071556662","38,4933360421","3,5782206199","5,6922943005"
08/04/17,41,"41,906701791","38,6790148538","3,2276869372","5,2298148499"
09/04/17,40,"41,6133630539","38,7768656054","2,8364974485","4,7546929839"
10/04/17,41,"41,5189995071","38,9415422272","2,5774572799","4,2750805857"
11/04/17,41,"41,4391534291","39,0940205807","2,3451328484","3,8151427615"
12/04/17,43,"41,6792836708","39,3833523896","2,2959312812","3,4290423328"
13/04/17,46,"42,3440092599","39,8734744348","2,4705348251","3,1317824135"
14/04/17,44,"42,5987770661","40,1791429952","2,4196340709","2,8809237661"
15/04/17,45,"42,968195979","40,5362435141","2,4319524649","2,6870053085"
16/04/17,45,"43,280781213","40,8668921426","2,4138890703","2,5576351363"
17/04/17,44,"43,3914302571","41,0989742061","2,292456051","2,4537205934"
18/04/17,46,"43,7927486791","41,4620131538","2,3307355253","2,3975248241"
19/04/17,44,"43,8246334977","41,6500121795","2,1746213182","2,3527652728"
20/04/17,45,"44,0054591135","41,8981594254","2,107299688","2,3263393661"
21/04/17,44,"44,0046192498","42,0538513199","1,95076793","2,2879878826"
22/04/17,44,"44,003908596","42,1980104814","1,8058981147","2,2141393593"
23/04/17,44,"44,0033072736","42,3314911864","1,6718160871","2,1310484722"
24/04/17,46,"44,3104907699","42,60323258","1,7072581899","2,0505268861"
25/04/17,45,"44,416569113","42,7807709074","1,6357982056","1,9640723455"
26/04/17,48,"44,9678661726","43,1673804699","1,8004857027","1,9094089735"
27/04/17,57,"46,8189636845","44,1920189536","2,6269447309","1,9423211075"
28/04/17,64,"49,4622000407","45,6592768089","3,8029232318","2,1232435423"
29/04/17,62,"51,3910923421","46,8697007489","4,5213915932","2,3914759762"
30/04/17,71,"54,4078473664","48,6571303231","5,7507170433","2,8136925444"
01/05/17,66,"56,1912554639","49,9417873362","6,2494681277","3,3074225458"
02/05/17,69,"58,1618315464","51,3535067928","6,8083247536","3,878145731"
03/05/17,73,"60,4446266931","52,9569507341","7,487675959","4,520414372"
04/05/17,84,"64,0685302788","55,2564358649","8,8120944139","5,3177806174"
05/05/17,81,"66,6733717743","57,1633665415","9,5100052328","6,1743938985"
06/05/17,84,"69,339006886","59,1512653162","10,1877415697","7,0144824361"
07/05/17,82,"71,2868519804","60,8437641817","10,4430877987","7,7522784991"
08/05/17,78,"72,3196439835","62,1145964645","10,2050475189","8,3837958242"
09/05/17,79,"73,3473910629","63,3653670968","9,9820239661","8,8539410378"
10/05/17,80,"74,3708693609","64,5975621267","9,7733072343","9,2454787163"
11/05/17,81,"75,3907356131","65,8125575247","9,5781780884","9,553240198"
12/05/17,78,"75,7921609034","66,7153310414","9,076829862","9,7298128539"
13/05/17,80,"76,4395207644","67,6993805939","8,7401401705","9,7218179379"
14/05/17,81,"77,1411329545","68,684611661","8,4565212935","9,6047641669"
15/05/17,83,"78,0424971153","69,7450107972","8,2974863181","9,3947358056"
16/05/17,79,"78,1898052514","70,430565553","7,7592396985","9,0965304612"
17/05/17,78,"78,1606044435","70,9912644009","7,1693400426","8,7592296305"
18/05/17,86,"79,3666652984","72,1030225934","7,2636427049","8,4571872681"
19/05/17,110,"84,0794860217","74,910206105","9,1692799167","8,3900731217"
20/05/17,108,"87,7595650953","77,3613019491","10,3982631462","8,4811936837"
21/05/17,130,"94,2580935422","81,2604647677","12,9976287745","8,9168380073"
22/05/17,137,"100,8337714588","85,3893192293","15,4444522294","9,6617615694"
23/05/17,148,"108,0901143113","90,0271474346","18,0629668767","10,729144412"
24/05/17,163,"116,5377890326","95,4325439209","21,1052451117","12,1522287224"
25/05/17,147,"121,2242830276","99,2523554823","21,9719275453","13,7314162609"
26/05/17,141,"124,2667010233","102,3447735947","21,9219274286","15,3705926371"
27/05/17,135,"125,917977789","104,7636792544","21,1542985346","16,9139988404"
28/05/17,149,"129,4690581291","108,0404437541","21,4286143751","18,2761471136"
29/05/17,174,"136,3199722631","112,9263368093","23,3936354538","19,72007737"
30/05/17,199,"145,9630534534","119,3021637123","26,6608897411","21,2382174774"
31/05/17,202,"154,5841221529","125,4279293633","29,1561927896","22,7617442063"
01/06/17,194,"160,6481033601","130,507342003","30,1407613571","24,1037213708"
02/06/17,198,"166,394548997","135,5067981509","30,8877508461","25,1906664524"
03/06/17,199,"171,4107722283","140,2099982879","31,2007739403","26,2160938296"
04/06/17,218,"178,5783457316","145,972220637","32,6061250946","27,4032269036"
05/06/17,219,"184,7970617729","151,381685775","33,4153759979","28,765568844"
06/06/17,234,"192,3667445771","157,5015609027","34,8651836743","30,2585209883"
07/06/17,228,"197,8487838729","162,7236675025","35,1251163704","31,5620188679"
08/06/17,231,"202,9489709694","167,7811736135","35,1677973559","32,5072308251"
09/06/17,251,"210,3414369741","173,9455311236","36,3959058505","33,3116433875"
10/06/17,290,"222,5966005165","182,5421584478","40,0544420688","34,4131634665"
11/06/17,298,"234,197123514","191,0945911553","43,1025323587","35,7703614124"
12/06/17,342,"250,7821814349","202,2727695883","48,5094118466","37,693543402"
13/06/17,343,"264,9695381372","212,697008878","52,2725292592","39,8786994203"
14/06/17,309,"271,7434553469","219,830563776","51,9128915709","41,9339789284"
15/06/17,308,"277,3213852935","226,3616331259","50,9597521676","43,7222643165"
16/06/17,316,"283,2719414022","233,0015121536","50,2704292486","45,4050768585"
17/06/17,328,"290,1531811865","240,0384371793","50,1147440072","47,0658487087"
18/06/17,310,"293,206537927","245,220775166","47,9857627611","48,3536105876"
19/06/17,315,"296,5593782459","250,3896066352","46,1697716108","49,0330916479"
20/06/17,313,"299,0887046696","255,0274135511","44,0612911186","49,139620399"
21/06/17,288,"297,3827501051","257,4698273621","39,912922743","48,184454943"
22/06/17,285,"295,4777116274","259,5090994094","35,968612218","46,3729086051"
23/06/17,291,"294,7888329155","261,8417587124","32,9470742031","44,2655955642"
24/06/17,271,"291,1290124669","262,5201469559","28,608865511","41,7821637135"
25/06/17,246,"284,186087472","261,2964323666","22,8896551055","38,7398554754"
26/06/17,224,"274,9266893994","258,5337336728","16,3929557267","34,9929901109"
27/06/17,248,"270,7841217995","257,7534571044","13,0306646951","31,1090903257"
28/06/17,278,"271,8942569073","259,2532010226","12,6410558847","27,3836774673"
29/06/17,255,"269,29514046","258,938149095","10,356991365","23,6387552724"
30/06/17,245,"265,5574265431","257,9056936065","7,6517329366","20,0541786273"
01/07/17,227,"259,6255147672","255,616382969","4,0091317983","16,5031252473"
02/07/17,249,"257,9908201876","255,1262805268","2,8645396608","13,1606214093"
03/07/17,243,"255,6845401588","254,2280375248","1,4565026339","10,1436922007"
04/07/17,236,"252,6561493651","252,877812523","-0,2216631579","7,5757679492"
05/07/17,233,"249,6321263859","251,4053819657","-1,7732555799","5,5573000263"
06/07/17,233,"247,0733377111","250,0420203386","-2,9686826275","3,7795947682"
07/07/17,212,"241,6774396017","247,2240929061","-5,5466533044","1,7587381917"
08/07/17,216,"237,7270642784","244,9111971353","-7,1841328569","-0,1902756108"
09/07/17,209,"233,3075159279","242,2511084586","-8,9435925308","-2,0342006627"
10/07/17,181,"225,2602057851","237,7139893135","-12,4537835284","-3,8634134768"
11/07/17,166,"216,1432510489","232,401841957","-16,258590908","-5,9882057622"
12/07/17,196,"213,0442893491","229,7054092194","-16,6611198703","-8,0012749294"
13/07/17,180,"207,9605525262","226,023527055","-18,0629745289","-9,9836428595"
14/07/17,172,"202,4281598298","222,0217843102","-19,5936244804","-11,9636838484"
15/07/17,147,"193,9007506252","216,4646151021","-22,5638644768","-14,1409262761"
16/07/17,136,"184,9929428367","210,5042732426","-25,5113304059","-16,3592237318"
17/07/17,165,"181,9171054772","207,1335863358","-25,2164808585","-18,3628179542"
18/07/17,198,"184,3913969423","206,457024385","-22,0656274427","-19,8208218333"
19/07/17,196,"186,1773358742","205,6824299861","-19,5050941119","-20,604300787"
20/07/17,196,"187,6885149705","204,9652129501","-17,2766979796","-20,717423795"
21/07/17,186,"187,4287434366","203,5603823612","-16,1316389246","-20,6585925788"
22/07/17,198,"189,0550906002","203,1485021863","-14,0934115861","-20,2175300296"
23/07/17,196,"190,1235382002","202,6189835058","-12,4954453057","-19,4288434546"
24/07/17,194,"190,7199169386","201,9805402832","-11,2606233446","-18,1729277733"
25/07/17,177,"188,6091604865","200,1301298918","-11,5209694053","-16,6184432177"
26/07/17,175,"186,5154434886","198,2686387887","-11,7531953001","-15,1225226001"
27/07/17,175,"184,743836798","196,5450359155","-11,8011991175","-13,9820305639"
28/07/17,163,"181,3986311368","194,0602184403","-12,6615873035","-13,2216409185"
29/07/17,177,"180,7219186542","192,7964985558","-12,0745799016","-12,6436277988"
30/07/17,168,"178,7647003997","190,959720885","-12,1950204853","-12,20622575"
31/07/17,172,"177,7239772613","189,5552971157","-11,8313198544","-11,9548822242"
01/08/17,192,"179,9202884519","189,7363862183","-9,8160977664","-11,6571769421"
02/08/17,183,"180,3940902285","189,2373946466","-8,8433044181","-11,3885859502"
03/08/17,191,"182,0257686549","189,3679580061","-7,3421893512","-10,9242770553"
04/08/17,187,"182,7910350157","189,1925537093","-6,4015186936","-10,3296463213"
05/08/17,210,"186,9770296286","190,7338460272","-3,7568163985","-9,4358260192"
06/08/17,228,"193,2882558396","193,494301877","-0,2060460374","-8,0518769896"
07/08/17,228,"198,628524172","196,0502795157","2,5782446563","-6,4237853721"
08/08/17,252,"206,8395204532","200,1947032553","6,6448171979","-4,3304700739"
09/08/17,252,"213,7872865373","204,0321326438","9,7551538935","-1,9319729908"
10/08/17,253,"219,8200116854","207,6593820776","12,1606296078","0,5098856063"
11/08/17,264,"226,6169329646","211,832761183","14,7841717816","3,1351607396"
12/08/17,268,"232,9835586624","215,9932973916","16,9902612707","5,8387663643"
